date,city,crop,unit,min_price_pkr,avg_price_pkr,max_price_pkr,temperature_c,rainfall_mm,humidity_percent,n_price_reports,price_spread_pkr,data_type,source_file,latitude,longitude,weather_source
2024-10-18,Faisalabad,Tomato,1 Kg,104.15,109.4,112.68,11.5,1.2,35.0,1,8.53,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-19,Faisalabad,Tomato,1 Kg,144.28,153.95,165.05,16.6,0.1,35.7,1,20.77,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-20,Faisalabad,Tomato,1 Kg,91.6,97.25,103.2,10.1,0.2,37.2,1,11.6,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-21,Faisalabad,Tomato,1 Kg,135.05,139.93,144.12,12.2,0.7,45.0,1,9.07,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-22,Faisalabad,Tomato,1 Kg,92.55,99.5,105.98,15.9,0.7,35.2,1,13.43,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-23,Faisalabad,Tomato,1 Kg,78.95,83.72,89.12,17.1,2.2,38.4,1,10.17,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-24,Faisalabad,Tomato,1 Kg,70.3,75.97,79.55,12.4,0.1,37.6,1,9.25,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-25,Faisalabad,Tomato,1 Kg,120.88,128.48,134.0,13.0,1.0,37.4,1,13.12,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-26,Faisalabad,Tomato,1 Kg,91.55,99.4,105.25,12.0,0.2,39.7,1,13.7,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-27,Faisalabad,Tomato,1 Kg,84.88,91.25,98.05,11.3,0.2,27.6,1,13.17,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-28,Faisalabad,Tomato,1 Kg,105.12,112.48,120.68,12.7,1.2,25.7,1,15.56,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-29,Faisalabad,Tomato,1 Kg,106.95,111.88,120.65,10.9,0.5,27.5,1,13.7,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-30,Faisalabad,Tomato,1 Kg,136.07,146.78,152.32,11.6,1.0,26.8,1,16.25,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-31,Faisalabad,Tomato,1 Kg,117.65,122.22,127.9,10.1,0.4,22.9,1,10.25,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-01,Faisalabad,Tomato,1 Kg,70.72,75.8,81.5,14.3,0.4,26.8,1,10.78,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-02,Faisalabad,Tomato,1 Kg,141.62,150.4,156.68,13.5,0.0,35.9,1,15.06,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-03,Faisalabad,Tomato,1 Kg,115.18,121.92,130.52,13.7,0.1,29.4,1,15.34,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-04,Faisalabad,Tomato,1 Kg,161.1,168.32,173.62,14.0,1.8,41.3,1,12.52,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-05,Faisalabad,Tomato,1 Kg,133.32,138.25,145.22,11.9,0.1,35.0,1,11.9,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-06,Faisalabad,Tomato,1 Kg,118.78,128.6,136.02,13.4,0.9,35.8,1,17.24,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-07,Faisalabad,Tomato,1 Kg,79.15,82.72,88.9,10.9,1.2,26.3,1,9.75,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-08,Faisalabad,Tomato,1 Kg,132.18,141.43,151.8,7.9,0.7,32.3,1,19.62,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-09,Faisalabad,Tomato,1 Kg,94.08,98.72,101.9,11.8,0.4,24.6,1,7.82,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-10,Faisalabad,Tomato,1 Kg,122.28,131.32,141.02,10.2,0.2,39.0,1,18.74,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-11,Faisalabad,Tomato,1 Kg,130.57,140.75,148.35,6.3,0.5,23.5,1,17.78,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-12,Faisalabad,Tomato,1 Kg,111.48,120.48,129.88,9.7,1.6,29.8,1,18.4,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-13,Faisalabad,Tomato,1 Kg,97.28,104.05,108.8,10.3,0.9,31.5,1,11.52,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-14,Faisalabad,Tomato,1 Kg,119.82,124.88,133.98,9.7,0.4,28.3,1,14.16,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-15,Faisalabad,Tomato,1 Kg,123.68,129.57,135.95,6.5,1.9,27.5,1,12.27,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-16,Faisalabad,Tomato,1 Kg,125.7,133.32,142.95,10.1,0.5,30.4,1,17.25,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-17,Faisalabad,Tomato,1 Kg,109.55,115.1,122.2,10.5,0.2,28.8,1,12.65,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-18,Faisalabad,Tomato,1 Kg,108.4,116.65,121.18,7.0,2.3,26.0,1,12.78,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-19,Faisalabad,Tomato,1 Kg,119.08,127.08,136.0,6.9,0.9,26.8,1,16.92,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-20,Faisalabad,Tomato,1 Kg,111.75,121.02,128.15,5.9,0.2,20.8,1,16.4,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-21,Faisalabad,Tomato,1 Kg,93.3,97.45,104.6,5.3,1.4,31.6,1,11.3,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-22,Faisalabad,Tomato,1 Kg,130.93,136.82,144.2,5.6,1.1,20.5,1,13.27,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-23,Faisalabad,Tomato,1 Kg,119.65,123.9,127.7,9.0,1.6,26.7,1,8.05,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-24,Faisalabad,Tomato,1 Kg,138.98,143.78,152.32,6.3,0.8,21.2,1,13.34,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-25,Faisalabad,Tomato,1 Kg,140.9,152.2,157.65,8.7,0.5,20.2,1,16.75,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-26,Faisalabad,Tomato,1 Kg,100.4,107.95,111.9,10.6,1.2,28.8,1,11.5,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-27,Faisalabad,Tomato,1 Kg,130.68,135.55,146.1,7.4,0.5,25.6,1,15.42,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-28,Faisalabad,Tomato,1 Kg,124.0,132.35,137.02,5.6,0.3,25.7,1,13.02,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-29,Faisalabad,Tomato,1 Kg,160.78,166.4,176.32,7.1,1.1,29.0,1,15.54,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-11-30,Faisalabad,Tomato,1 Kg,91.58,97.22,104.3,5.6,0.6,20.0,1,12.72,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-01,Faisalabad,Tomato,1 Kg,114.35,119.7,128.65,2.8,0.7,21.7,1,14.3,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-02,Faisalabad,Tomato,1 Kg,101.85,107.48,112.95,7.2,1.8,25.6,1,11.1,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-03,Faisalabad,Tomato,1 Kg,131.32,142.28,151.55,3.8,3.5,23.2,1,20.23,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-04,Faisalabad,Tomato,1 Kg,145.95,152.12,163.88,7.8,0.3,20.0,1,17.93,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-05,Faisalabad,Tomato,1 Kg,129.35,139.28,144.55,4.7,0.8,20.0,1,15.2,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-06,Faisalabad,Tomato,1 Kg,137.98,143.43,153.52,10.0,0.0,27.1,1,15.54,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-07,Faisalabad,Tomato,1 Kg,88.52,95.45,100.18,4.6,0.4,25.2,1,11.66,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-08,Faisalabad,Tomato,1 Kg,155.9,161.45,167.45,6.2,0.0,20.0,1,11.55,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-09,Faisalabad,Tomato,1 Kg,120.15,127.22,133.32,8.9,0.5,20.1,1,13.17,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-10,Faisalabad,Tomato,1 Kg,116.05,125.58,132.5,6.7,0.3,20.0,1,16.45,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-11,Faisalabad,Tomato,1 Kg,114.1,121.68,125.55,5.1,0.2,20.0,1,11.45,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-12,Faisalabad,Tomato,1 Kg,97.32,101.38,108.7,5.2,1.0,20.1,1,11.38,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-13,Faisalabad,Tomato,1 Kg,132.72,143.78,152.98,6.7,0.3,21.0,1,20.26,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-14,Faisalabad,Tomato,1 Kg,100.5,108.3,115.55,6.9,0.5,23.4,1,15.05,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-15,Faisalabad,Tomato,1 Kg,159.7,170.05,179.7,4.9,0.7,22.8,1,20.0,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-16,Faisalabad,Tomato,1 Kg,95.88,101.78,108.95,4.1,0.7,22.4,1,13.07,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-17,Faisalabad,Tomato,1 Kg,110.18,114.82,119.52,5.9,0.7,21.2,1,9.34,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-18,Faisalabad,Tomato,1 Kg,133.5,141.82,146.12,5.8,0.7,20.0,1,12.62,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-19,Faisalabad,Tomato,1 Kg,132.57,141.55,149.6,4.8,0.8,20.0,1,17.03,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-20,Faisalabad,Tomato,1 Kg,172.55,184.18,198.08,8.2,1.1,20.0,1,25.53,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-21,Faisalabad,Tomato,1 Kg,168.3,175.55,188.5,5.5,0.5,20.0,1,20.2,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-22,Faisalabad,Tomato,1 Kg,137.55,144.35,149.43,2.2,1.3,25.4,1,11.88,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-23,Faisalabad,Tomato,1 Kg,80.82,87.25,94.2,2.4,0.3,20.0,1,13.38,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-24,Faisalabad,Tomato,1 Kg,138.02,143.2,150.28,4.5,0.0,23.7,1,12.26,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-25,Faisalabad,Tomato,1 Kg,175.8,189.85,197.78,8.9,1.5,20.0,1,21.98,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-26,Faisalabad,Tomato,1 Kg,108.1,114.2,121.58,5.2,0.0,20.0,1,13.48,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-27,Faisalabad,Tomato,1 Kg,122.4,126.75,131.35,1.5,0.2,20.0,1,8.95,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-28,Faisalabad,Tomato,1 Kg,153.12,160.98,173.82,6.8,0.1,20.1,1,20.7,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-29,Faisalabad,Tomato,1 Kg,72.58,77.65,83.85,3.3,1.3,25.7,1,11.27,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-12-30,Faisalabad,Tomato,1 Kg,111.48,118.02,126.72,3.3,0.3,20.0,1,15.24,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2025-12-11,Faisalabad,Tomato,1 Kg,70.0,71.58,75.0,16.8,0.0,59.0,2,5.0,real_2025_2026,"faisalabad_tomato_prices_weekly.csv (deduped, median-aggregated, sanity-filtered)",31.42,73.08,real_measured_open_meteo_era5
2025-12-24,Faisalabad,Tomato,1 Kg,60.0,63.21,65.0,15.4,0.0,53.0,2,5.0,real_2025_2026,"faisalabad_tomato_prices_weekly.csv (deduped, median-aggregated, sanity-filtered)",31.42,73.08,real_measured_open_meteo_era5
2026-02-26,Faisalabad,Tomato,1 Kg,60.0,63.16,70.0,22.5,0.0,47.0,3,10.0,real_2025_2026,"faisalabad_tomato_prices_weekly.csv (deduped, median-aggregated, sanity-filtered)",31.42,73.08,real_measured_open_meteo_era5
2026-03-11,Faisalabad,Tomato,1 Kg,50.0,53.12,60.0,25.8,0.2,61.0,2,10.0,real_2025_2026,"faisalabad_tomato_prices_weekly.csv (deduped, median-aggregated, sanity-filtered)",31.42,73.08,real_measured_open_meteo_era5
2026-03-26,Faisalabad,Tomato,1 Kg,60.0,100.0,100.0,22.8,0.4,66.0,3,40.0,real_2025_2026,"faisalabad_tomato_prices_weekly.csv (deduped, median-aggregated, sanity-filtered)",31.42,73.08,real_measured_open_meteo_era5
2026-04-02,Faisalabad,Tomato,1 Kg,80.0,81.58,85.0,24.7,0.3,61.0,2,5.0,real_2025_2026,"faisalabad_tomato_prices_weekly.csv (deduped, median-aggregated, sanity-filtered)",31.42,73.08,real_measured_open_meteo_era5
2026-04-09,Faisalabad,Tomato,1 Kg,50.0,100.0,100.0,19.1,7.1,72.0,3,50.0,real_2025_2026,"faisalabad_tomato_prices_weekly.csv (deduped, median-aggregated, sanity-filtered)",31.42,73.08,real_measured_open_meteo_era5
2026-05-21,Faisalabad,Tomato,1 Kg,50.0,66.49,70.0,34.1,0.0,31.0,3,20.0,real_2025_2026,"faisalabad_tomato_prices_weekly.csv (deduped, median-aggregated, sanity-filtered)",31.42,73.08,real_measured_open_meteo_era5
2026-06-04,Faisalabad,Tomato,1 Kg,60.0,76.52,80.0,30.4,6.2,53.0,3,20.0,real_2025_2026,"faisalabad_tomato_prices_weekly.csv (deduped, median-aggregated, sanity-filtered)",31.42,73.08,real_measured_open_meteo_era5
2026-06-11,Faisalabad,Tomato,1 Kg,70.0,100.0,100.0,36.7,0.3,35.0,3,30.0,real_2025_2026,"faisalabad_tomato_prices_weekly.csv (deduped, median-aggregated, sanity-filtered)",31.42,73.08,real_measured_open_meteo_era5
2026-07-30,Faisalabad,Tomato,1 Kg,260.0,266.57,270.0,30.7,3.6,79.0,2,10.0,real_2025_2026,"faisalabad_tomato_prices_weekly.csv (deduped, median-aggregated, sanity-filtered)",31.42,73.08,real_measured_open_meteo_era5
2026-08-13,Faisalabad,Tomato,1 Kg,235.0,241.57,245.0,33.3,0.1,68.0,2,10.0,real_2025_2026,"faisalabad_tomato_prices_weekly.csv (deduped, median-aggregated, sanity-filtered)",31.42,73.08,real_measured_open_meteo_era5
2026-08-20,Faisalabad,Tomato,1 Kg,240.0,246.62,250.0,30.8,8.5,77.0,3,10.0,real_2025_2026,"faisalabad_tomato_prices_weekly.csv (deduped, median-aggregated, sanity-filtered)",31.42,73.08,real_measured_open_meteo_era5
